,date,tic,close,high,low,open,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence,llm_sentiment,Confidence_Sen,llm_risk,Confidence_Risk
24,2023-02-16,CSGP,78.18000030517578,79.30000305175781,77.44000244140625,77.58000183105469,1998200.0,3.0,-0.2454036795140126,80.08435754734626,75.31064367335688,50.5991006659647,29.180000729064577,7.620926598324161,77.91066767374674,78.63566716512044,20.170000076293945,103.529019718854,4.0,0.85,2.0,0.4
25,2023-02-16,CSX,30.257474899291992,31.61000061035156,31.07999992370605,31.209999084472656,14411400.0,3.0,-0.014812625659264,32.08782452241324,29.1215560088978,48.98751819108737,-44.83445364333455,9.38584743159219,30.822551854451497,30.76708850860596,20.170000076293945,103.529019718854,4.0,0.7,2.0,0.65
26,2023-02-16,CTAS,106.53197479248048,111.29750061035156,109.50499725341795,109.76499938964844,1217600.0,3.0,0.0062824677666952,107.97158149105844,104.52355476992788,50.70400966214659,18.17044424358783,16.00012811283206,106.31493733723958,107.82553825378416,20.170000076293945,103.529019718854,,,,
27,2023-02-16,CTSH,64.46248626708984,67.19999694824219,65.87000274658203,66.05999755859375,3067800.0,3.0,1.4547179471874188,67.86059872169945,60.601012072367936,56.55510677921289,53.84657763102808,14.521861287673827,62.66025225321452,59.5399081548055,20.170000076293945,103.529019718854,,,,
28,2023-02-16,DLTR,146.85000610351562,148.4600067138672,146.42999267578125,147.6699981689453,1610700.0,3.0,0.300889963208391,154.61727775188604,144.83572060016473,48.87384464069019,-24.844604826798427,15.059479173113507,148.31599934895834,146.85883280436198,20.170000076293945,103.529019718854,2.0,0.7,1.0,0.9
29,2023-02-16,DXCM,117.26000213623048,119.38999938964844,117.08000183105467,118.48999786376952,1580700.0,3.0,2.117558287524417,120.35856546056296,99.6284340511558,55.95728479493889,158.57424245161292,17.90262240010188,109.74766642252604,112.24683316548663,20.170000076293945,103.529019718854,4.0,0.7,1.0,0.9
30,2023-02-16,EA,110.45636749267578,113.23999786376952,111.62000274658205,111.9000015258789,2742100.0,3.0,-3.434831971729011,132.72486029974417,102.9756920684199,37.700264721999794,-94.79634075746364,33.92967967669198,119.62645619710288,121.78350308736164,20.170000076293945,103.529019718854,4.0,0.7,3.0,0.5
31,2023-02-16,EBAY,46.63922119140625,49.18999862670898,48.290000915527344,48.619998931884766,3760400.0,3.0,0.9028140845964928,49.37432639715981,44.65460350396324,56.00967106441038,37.10656923913549,27.491590960494484,45.860944493611655,43.4983408610026,20.170000076293945,103.529019718854,,,,
32,2023-02-16,ENPH,202.8000030517578,217.1199951171875,202.6699981689453,212.5,4941000.0,3.0,-10.785564080774066,232.96001218300887,201.4229910518544,38.787541466779885,-108.784527564974,5.623095082456946,224.21100107828772,264.49500071207683,20.170000076293945,103.529019718854,4.0,0.75,3.0,0.5
33,2023-02-16,EXC,39.370975494384766,42.77999877929688,41.88999938964844,42.27000045776367,6338900.0,3.0,-0.1086222770668712,39.85558188079092,37.098967145698346,53.464273277151406,24.806017866154527,10.37628458326462,39.01361796061198,38.90844942728678,20.170000076293945,103.529019718854,,,,
34,2023-02-16,FANG,128.5923309326172,145.9199981689453,141.6999969482422,144.80999755859375,2541700.0,3.0,0.709506476156804,139.3550446258882,124.0778197539946,49.27464211958635,-21.6293232177239,11.325657569425776,130.88944880167642,128.49285774230958,20.170000076293945,103.529019718854,4.0,0.7,3.0,0.65
35,2023-02-16,FAST,50.57621383666992,53.43999862670898,52.18999862670898,52.45000076293945,2611600.0,3.0,1.0983329789465088,53.12637336031407,45.22462494596035,57.496133520267335,82.43947899116674,21.005414955746502,47.93610153198242,47.47933502197266,20.170000076293945,103.529019718854,,,,
36,2023-02-16,FTNT,61.38999938964844,62.61000061035156,61.22999954223633,62.0,4033900.0,3.0,2.9165589180553724,63.557954815443104,46.46704480308717,61.744027374190274,163.2690250894032,48.20071905368263,52.90633303324382,52.156833012898765,20.170000076293945,103.529019718854,,,,
37,2023-02-16,GILD,77.13648986816406,84.76000213623047,83.37000274658203,84.30999755859375,5760600.0,3.0,0.1309018660146961,80.95455877129943,75.44408929998964,49.98487548382352,-56.13930351671298,10.21197248440368,78.5918357849121,79.12960332234701,20.170000076293945,103.529019718854,4.0,0.7,1.0,0.9
38,2023-02-16,GOOG,95.43708801269533,97.87999725341795,94.97000122070312,95.54000091552734,35642100.0,3.0,0.4290322399183566,107.58684844625378,91.12216949808214,49.26166644915816,-4.597243528872435,3.94885606117738,96.3876703898112,94.83524792989095,20.170000076293945,103.529019718854,4.0,0.7,3.0,0.5
39,2023-02-16,GOOGL,95.1650161743164,97.68000030517578,94.73999786376952,95.37000274658205,42462600.0,3.0,0.5828013150081404,106.64370291827524,90.39999672772085,49.5555298517472,3.981237027605611,5.637232973343989,95.5798484802246,94.23190167744954,20.170000076293945,103.529019718854,,,,
40,2023-02-16,HON,190.97494506835935,201.5399932861328,197.97999572753903,198.7700042724609,2754900.0,3.0,-2.255155894939378,201.6536264290188,189.7108587394382,45.22116832131582,-116.16621071929008,25.05179711816959,197.4716715494792,201.4836832682292,20.170000076293945,103.529019718854,,,,
41,2023-02-16,IDXX,506.3999938964844,515.7899780273438,501.1400146484375,501.1400146484375,511100.0,3.0,13.367665139112772,512.6406641120053,472.2203405266666,60.56803840242549,130.08328964382216,30.130461092585957,482.70733337402345,449.3843327840169,20.170000076293945,103.529019718854,,,,
42,2023-02-16,ILMN,206.0505828857422,208.9883270263672,201.9649810791016,202.9669189453125,1073438.0,3.0,1.0216030536281837,219.60078980591032,191.27566893432407,50.97089836423099,45.89538462047992,4.393377470054803,202.21011657714843,201.7200065612793,20.170000076293945,103.529019718854,,,,
43,2023-02-16,INTC,27.52397346496582,28.82999992370605,28.1299991607666,28.5,28972500.0,3.0,0.0299147060513647,29.575257510140545,26.54728048424422,49.29810111216047,-47.18535936503388,5.043899200843287,28.09700705210368,27.51448198954264,20.170000076293945,103.529019718854,4.0,0.7,2.0,0.4
44,2023-02-16,INTU,403.137939453125,416.5799865722656,406.5499877929688,409.1700134277344,1281600.0,3.0,4.837629371964738,436.987575746036,388.7759099717374,50.37204846122974,13.531115290254794,15.013235294922506,403.08900349934896,395.7257756551107,20.170000076293945,103.529019718854,,,,
45,2023-02-16,ISRG,240.16000366210935,244.05999755859372,238.5399932861328,240.7700042724609,1615200.0,3.0,-4.292153568683176,260.932899243983,236.91909965738415,45.27509576337975,-115.57504295304491,23.091963682130885,253.33999938964843,260.2674992879232,20.170000076293945,103.529019718854,,,,
46,2023-02-16,KDP,34.06846237182617,36.0099983215332,35.369998931884766,35.689998626708984,8733000.0,3.0,-0.0158356249999584,34.00905159928059,32.681606588585616,50.210180844305945,94.33121357508357,1.454313079439534,33.46996231079102,34.30988121032715,20.170000076293945,103.529019718854,,,,
47,2023-02-16,KLAC,385.9432373046875,400.2999877929688,390.75,397.2900085449219,1334600.0,3.0,0.2217483839557985,421.8749620996876,377.3298077977733,50.459481108103525,-92.4025693135213,4.09182801812382,399.8166249593099,388.3989969889323,20.170000076293945,103.529019718854,,,,
48,2023-02-16,LRCX,44.47885513305664,51.479000091552734,50.03400039672852,50.81499862670898,10906000.0,3.0,1.204019403133394,48.4538769185458,41.50843845010655,54.68319141464812,45.24543449322007,24.981496235572045,43.51203002929688,41.34622173309326,20.170000076293945,103.529019718854,,,,
49,2023-02-16,LULU,321.8299865722656,328.1600036621094,319.5799865722656,322.6099853515625,1096900.0,3.0,0.2084509047454616,325.9572483708037,302.14074967607127,50.44462314781236,115.25641933989164,15.41500165331929,314.5519999186198,327.7906672159831,20.170000076293945,103.529019718854,,,,
50,2023-02-16,MAR,172.24119567871094,179.66000366210938,175.44000244140625,177.39999389648438,2277900.0,3.0,4.306146643648617,177.12725321824703,163.66908009474125,58.35183377568788,79.44002983565794,24.803514600070496,164.87561950683593,159.10125986735025,20.170000076293945,103.529019718854,,,,
51,2023-02-16,MCHP,81.16049194335938,85.66000366210938,84.30000305175781,84.66000366210938,4760500.0,3.0,2.772865406799596,86.19908655695266,69.62636128850633,59.63345309301816,90.33428198235188,39.80897841784318,75.49280395507813,73.09701639811198,20.170000076293945,103.529019718854,,,,
52,2023-02-16,MDLZ,62.50692367553711,65.76000213623047,64.43000030517578,64.98999786376953,6419600.0,3.0,-0.0504843147927402,63.64834304382415,60.660307545165104,51.448805253037854,-27.25587225083766,5.972978080432067,62.55038579305013,62.95188859303792,20.170000076293945,103.529019718854,,,,
53,2023-02-16,MELI,1119.6400146484375,1156.75,1117.8499755859375,1131.75,394300.0,3.0,33.661044046068355,1238.0003325200466,1072.3716645502657,56.198675438447815,32.54834103146807,23.697664153453594,1096.7353373209637,992.2085032145184,20.170000076293945,103.529019718854,,,,
54,2023-02-16,META,171.7838134765625,175.85000610351562,171.7899932861328,172.75,25827500.0,3.0,11.838241539737538,202.55343273243352,127.432040900379,61.39907959298514,61.620104714002856,42.64494248211843,154.17738469441733,135.37703425089518,20.170000076293945,103.529019718854,,,,
55,2023-02-16,MNST,52.02000045776367,52.72499847412109,51.69499969482422,51.96500015258789,4245800.0,3.0,0.3536264003419092,52.7783876275743,50.16661283018937,55.34812899783479,126.62095746590325,23.12438004220431,51.16616681416829,50.99425017038981,20.170000076293945,103.529019718854,2.0,0.7,3.0,0.65
56,2023-02-16,MRVL,45.34054183959961,47.130001068115234,45.63999938964844,46.02999877929688,11002700.0,3.0,1.5381207843533031,48.67488691189122,40.093937474705456,54.31771027671561,79.87320183492778,28.67798727587641,42.26524569193522,41.21033000946045,20.170000076293945,103.529019718854,,,,
57,2023-02-16,MSFT,258.56329345703125,266.739990234375,261.8999938964844,264.0199890136719,29603600.0,3.0,7.300889272640177,274.1490751800412,229.7711488189823,55.81141052289813,81.2074279438054,25.220802899072865,244.21585032145185,242.5734522501628,20.170000076293945,103.529019718854,3.0,0.4,3.0,0.65
58,2023-02-16,MU,59.383182525634766,61.34999847412109,59.84999847412109,60.77999877929688,12683400.0,3.0,1.0090864063755447,63.34716417235927,57.92901456909581,53.05563292614925,24.76583134045533,18.8264862198918,59.116508102416994,56.04359537760417,20.170000076293945,103.529019718854,3.0,0.5,3.0,0.7
59,2023-02-16,NFLX,350.7099914550781,361.5,350.3099975585937,355.0,5215700.0,3.0,8.361499580866166,373.2816197316701,345.8063746530956,56.41923720036671,29.41425539874331,12.752441590150667,347.2459991455078,323.0176666259766,20.170000076293945,103.529019718854,,,,
60,2023-02-16,NVDA,21.98600959777832,22.549999237060547,21.927000045776367,22.132999420166016,412026000.0,3.0,1.4012706935102948,23.717754063924723,17.935149492899008,61.690765695889525,89.86977249708897,42.868327855209536,19.27757848103841,17.666842540105183,20.170000076293945,103.529019718854,3.0,0.65,3.0,0.5
61,2023-02-16,NXPI,185.00816345214844,193.80999755859372,190.3999938964844,190.3999938964844,2173300.0,3.0,5.721285452842864,194.6913877422913,163.5383562152282,58.5815131386077,87.3656819075145,38.52775307575166,172.84457651774088,166.13373641967777,20.170000076293945,103.529019718854,,,,
62,2023-02-16,ODFL,174.2911834716797,177.90499877929688,173.8800048828125,174.72500610351562,1434600.0,3.0,6.241211442521404,191.69451830456785,151.4352241270728,59.721833097335455,55.97031648383959,22.05964693286828,165.185471089681,154.91950302124025,20.170000076293945,103.529019718854,,,,
63,2023-02-16,ON,84.12999725341797,86.68000030517578,83.87999725341797,85.12000274658203,5871800.0,3.0,4.862306133706454,91.74460637495294,65.43539240434394,61.017374121946986,98.14940861218716,33.53313758184463,73.77766647338868,70.84516633351645,20.170000076293945,103.529019718854,3.0,0.5,3.0,0.5
64,2023-02-16,ORLY,862.0,865.7999877929688,852.1199951171875,852.219970703125,622600.0,3.0,10.18975434038191,864.7643333091434,757.5776649818723,59.352924596130975,166.54846412288967,18.18754498590024,813.872998046875,825.5138295491537,20.170000076293945,103.529019718854,3.0,0.65,3.0,0.65
65,2023-02-16,PANW,86.01000213623047,87.96499633789062,85.97000122070312,87.36000061035156,7781600.0,3.0,3.107451140463908,88.17836083577645,72.55613928629386,59.38630402582606,121.4315280108064,35.65508602405419,76.50800043741862,77.61533330281576,20.170000076293945,103.529019718854,3.0,0.5,2.0,0.7
66,2023-02-16,PAYX,108.71253204345705,115.51000213623048,113.44000244140624,113.72000122070312,1263500.0,3.0,-0.4879750040048378,113.40858938340467,106.0167707240172,47.97231996806023,-74.64625278229848,13.44762721968418,110.1077059427897,111.25206909179688,20.170000076293945,103.529019718854,,,,
67,2023-02-16,PCAR,68.95269775390625,75.37000274658203,72.31999969482422,74.33999633789062,2142400.0,3.0,1.427340481380284,71.04799837212742,62.987979182193854,63.2503994808631,72.45062695518334,22.91748869263316,65.13279558817545,63.29012654622396,20.170000076293945,103.529019718854,,,,
68,2023-02-16,PEP,165.3181915283203,176.89999389648438,174.5399932861328,174.74000549316406,4973200.0,3.0,-0.0063453670578041,167.1502194701693,156.98591944584632,50.23576276704159,46.67663086619443,13.558153875956052,163.36055501302084,167.62024510701497,20.170000076293945,103.529019718854,4.0,0.7,3.0,0.5
69,2023-02-16,QCOM,124.31644439697266,132.58999633789062,129.9499969482422,130.75,5788400.0,3.0,2.536537223893859,132.47090031371056,120.15336726441446,53.68795878266494,37.52083606142817,18.33656655981244,121.66029713948568,116.86507504781088,20.170000076293945,103.529019718854,3.0,0.6,3.0,0.65
70,2023-02-16,REGN,736.3300170898438,747.5599975585938,735.47998046875,737.0,555300.0,3.0,5.436468506591382,783.0376688520972,717.2323262650904,49.8407806436426,6.265285905877865,4.958360801589576,738.5973327636718,738.6176635742188,20.170000076293945,103.529019718854,,,,
71,2023-02-16,ROST,112.85426330566406,116.69000244140624,114.52999877929688,115.02999877929688,2351100.0,3.0,-0.2183440579054973,118.09750633821189,110.622238534835,53.06943496202472,-72.01416315547843,1.315551890387766,115.04800389607747,114.18244171142578,20.170000076293945,103.529019718854,4.0,0.75,3.0,0.65
72,2023-02-16,SBUX,103.16697692871094,109.0999984741211,107.41000366210938,107.76000213623048,4596800.0,3.0,1.083602608585139,105.83364923957988,99.50954839225608,57.33196134975855,77.5295390809413,22.66226716238406,102.08776295979818,99.02097689310708,20.170000076293945,103.529019718854,4.0,0.7,3.0,0.5
73,2023-02-16,SIRI,44.27299118041992,47.09999847412109,46.0,46.79999923706055,2154650.0,3.0,-3.18038569333099,60.91495682284686,41.02067054226545,27.696515676023225,-131.11709046679093,77.05957578724824,52.83037045796712,55.589799372355145,20.170000076293945,103.529019718854,4.0,0.7,3.0,0.65
74,2023-02-16,SNPS,359.7099914550781,364.0400085449219,350.0,357.8699951171875,1744400.0,3.0,8.678764183857766,378.07638696202,341.22161108485506,55.37350574895097,42.76287881157823,8.539029980966422,349.56000061035155,338.9306671142578,20.170000076293945,103.529019718854,,,,
75,2023-02-16,TMUS,143.96836853027344,148.0500030517578,145.27000427246094,145.6999969482422,4689200.0,3.0,0.1596237844255483,147.94165864539968,138.74505400108467,51.79191978575722,9.154149610718363,2.540496959137429,143.89477996826173,142.9239023844401,20.170000076293945,103.529019718854,4.0,0.75,3.0,0.7
76,2023-02-16,TSLA,202.0399932861328,217.6499938964844,201.83999633789065,210.77999877929688,229586500.0,3.0,16.830190836941853,230.2967362026095,131.7472625156522,57.6562325428177,98.0419995827838,34.099325383671655,161.30266596476238,158.92483291625976,20.170000076293945,103.529019718854,4.0,0.7,2.0,0.7
77,2023-02-16,TXN,167.1763916015625,178.32000732421875,175.4199981689453,176.91000366210938,4212400.0,3.0,1.1263272570530771,175.26885257360368,161.20989040735333,52.118377159029656,5.28982047128336,6.566290320339731,167.2541056315104,164.58798014322915,20.170000076293945,103.529019718854,4.0,0.7,3.0,0.5
78,2023-02-16,VRSK,174.0889892578125,177.27999877929688,174.72000122070312,175.0,679300.0,3.0,-0.9489496622494472,184.01790202095583,171.5397472100012,47.6236479657969,-115.08696554359976,18.43956539525942,178.4542241414388,177.70908432006837,20.170000076293945,103.529019718854,,,,
79,2023-02-16,VRTX,292.0400085449219,298.3900146484375,291.489990234375,296.1700134277344,1039300.0,3.0,-2.2547257982039355,327.97049440626256,286.437504250964,45.53198355066316,-66.833475531093,17.58876336972918,303.7793334960937,304.6704996744792,20.170000076293945,103.529019718854,4.0,0.7,2.0,0.7
80,2023-02-16,WBA,31.735143661499023,36.560001373291016,35.91999816894531,36.209999084472656,5046800.0,3.0,-0.1097418134345815,32.458180122628555,30.78450958226647,48.61293945678052,-10.180635307584147,17.188358267042883,31.50846277872721,32.95787665049235,20.170000076293945,103.529019718854,,,,
81,2023-02-16,WBD,15.3100004196167,15.630000114440918,14.81999969482422,14.960000038146973,23020800.0,3.0,0.7322375122452005,16.228695078444563,13.215304974961198,60.5758402437209,79.03139186977982,36.5344264166889,13.932333342234294,12.1471666653951,20.170000076293945,103.529019718854,,,,
82,2023-02-16,WDAY,187.75,190.75999450683597,185.07000732421875,186.1300048828125,1309600.0,3.0,5.403073699363688,196.5662037457301,170.50479387389876,57.76196908030444,78.70266598767607,17.189080145983798,176.9453318277995,170.7873321533203,20.170000076293945,103.529019718854,,,,
83,2023-02-16,XEL,62.628883361816406,67.66000366210938,66.58000183105469,67.12999725341797,2870600.0,3.0,-0.4385905268812777,64.83681782974666,62.53370600448186,46.10487134549003,-104.97141158610025,29.42038210813565,64.44336942036946,64.62641315460205,20.170000076293945,103.529019718854,4.0,0.7,2.0,0.7
84,2023-02-17,AAPL,151.1929931640625,153.0,150.85000610351562,152.35000610351562,59144100.0,4.0,4.196675455728126,157.55286097665953,137.70761265615295,56.89775349312493,77.86252532563043,41.43529131640678,142.50489908854166,139.7758627573649,20.020000457763672,67.97561326609002,4.0,0.7,3.0,0.65
85,2023-02-17,ADBE,356.8500061035156,359.6099853515625,352.1199951171875,359.3099975585937,2985700.0,4.0,5.124577646299429,390.711374466052,353.8186304167605,50.87589973279752,-27.667803810773066,0.48379141730761,362.5060028076172,348.88383433024086,20.020000457763672,67.97561326609002,3.0,0.5,3.0,0.5
86,2023-02-17,ADI,185.9542694091797,194.3999938964844,191.3600006103516,193.08999633789065,3774900.0,4.0,5.893112836705029,187.92127925327935,155.85623386927924,64.70833849240795,175.9922140397404,59.12792233817468,168.32345275878907,164.46862716674804,20.020000457763672,67.97561326609002,4.0,0.75,3.0,0.5
87,2023-02-17,ADP,218.8135986328125,228.94000244140625,226.08999633789065,226.66000366210935,1659500.0,4.0,-2.776604689661383,226.7286162115781,207.9775635979922,45.9469881688139,-32.26751047600068,17.456575344339022,221.33660634358725,231.1965103149414,20.020000457763672,67.97561326609002,,,,
88,2023-02-17,ADSK,219.97999572753903,221.2400054931641,216.5,219.38999938964844,1194100.0,4.0,6.219208397185724,234.4318582069429,202.77814087752972,55.113879371524455,50.3469050630545,19.98975066290641,211.54466603597004,202.7258326212565,20.020000457763672,67.97561326609002,4.0,0.7,2.0,0.7
89,2023-02-17,AEP,86.1090087890625,92.7300033569336,90.3499984741211,90.63999938964844,3127600.0,4.0,-0.5815529122934606,87.66308689130587,82.91630840288359,50.094004275094456,-37.34753466768994,19.08465634127322,86.15013809204102,87.2404722849528,20.020000457763672,67.97561326609002,,,,
90,2023-02-17,ALGN,316.7099914550781,322.19000244140625,312.6099853515625,322.1600036621094,944000.0,4.0,23.739899916639104,379.7703617255636,230.9196452934793,61.94194111321136,57.113348924030525,34.46572258328235,282.3080022176107,240.95083465576167,20.020000457763672,67.97561326609002,,,,
91,2023-02-17,AMAT,113.49361419677734,117.4000015258789,113.37999725341795,116.77999877929688,9287100.0,4.0,2.300286413309337,121.24826762277232,107.0750394145812,54.61611216096269,37.38440681255587,17.261004076825106,111.63023223876954,106.77352358500164,20.020000457763672,67.97561326609002,2.0,0.7,2.0,0.7
92,2023-02-17,AMD,78.5,79.6500015258789,77.37000274658203,79.5999984741211,47826600.0,4.0,2.89490597397527,90.64738315381712,70.86761699877079,52.96791097089967,20.6415252439744,6.669283646731366,76.83866653442382,72.95066661834717,20.020000457763672,67.97561326609002,3.0,0.65,2.0,0.7
93,2023-02-17,AMGN,227.6442108154297,241.72000122070312,233.7100067138672,235.33999633789065,2978100.0,4.0,-5.815309159464476,245.0996134918784,218.9423451262857,39.6506498600464,-91.37805348477808,44.1798106466609,238.9218958536784,247.9560203552246,20.020000457763672,67.97561326609002,3.0,0.5,3.0,0.5
94,2023-02-17,AMZN,97.1999969482422,97.94000244140624,95.6500015258789,97.8000030517578,60029400.0,4.0,1.1486943696650371,108.2140734155752,93.1409268896006,49.5311498658602,-19.108455759266427,0.9052256926606436,98.25933354695638,93.53649991353352,20.020000457763672,67.97561326609002,,,,
